Sort_Order;Full_Species;Species_ID;Parent_ID;English_Name;French_Name;Spanish_Name;Scientific_Name;CDN_Status;Origin;Comment;Avibase_ID;Avibase_Status;Wild_Species_2020;COSEWIC_Species;SARA_Species;2015_MBCA_List;MBCA_Family;Family_Sci;Family_Sci_FR;Family_CmName_EN;Family_CmName_FR;Subfamily;Order;Prev_Species_ID;Prev_CND_Status;Prev_Names_Sci_EN_FR;Technical_Committees;Alpha_Code_BBL;Alpha_Code_FR;BBL_Number;BBS_Number
319;Yes;RIHU;;Rivoli's Hummingbird;Colibri de Rivoli;Colibrí Magnífico;Eugenes fulgens;ACC;;"Added in 2017; formerly considered conspecific with Eugenes spectabilis. Avibase records from BC.";290197488D4CC3E2;Accidental;Not Applicable - Non applicable;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;MAHU;DNO_2017;Magnificent Hummingbird, Rivoli's Hummingbird;LA;RIHU;;4260;04260
320;Yes;TAHU;;Talamanca Hummingbird;Colibri de la Talamanca;Colibrí;Eugenes spectabilis;DNO;;"Added in 2017; formerly considered conspecific with Eugenes fulgens.";8FAFB4374E341279;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;Eugenes fulgens, Magnificent Hummingbird;N/A;MAHU;;4260;04260
321;Yes;FTHU;;Fiery-throated Hummingbird;Colibri insigne;Colibrí Insigne;Panterpe insignis;DNO;;;09E88F835265DA33;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;;N/A;;;;
322;Yes;LBST;;Long-billed Starthroat;Colibri corinne;Colibrí Picudo Coroniazul;Heliomaster longirostris;DNO;;;7DB659EF4A59C023;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;;N/A;;;;13110
323;Yes;PCST;;Plain-capped Starthroat;Colibri de Constant;Colibrí Picudo Occidental;Heliomaster constantii;DNO;;;CFE2C8C82530F92C;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;;N/A;PCST;;4261;04261
324;Yes;GTMG;;Green-throated Mountain-gem;Colibri vert-d'eau;Colibrí Garganta Verde;Lampornis viridipallens;DNO;;;9A164FA04DA4CFE2;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;;N/A;;;;13010
325;Yes;GBMG;;Green-breasted Mountain-gem;Colibri de Sybil;Colibrí de Sibila;Lampornis sybillae;DNO;;;4EF756838904A4B5;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;;N/A;;;;
326;Yes;ATMG;;Amethyst-throated Mountain-gem;Colibri à gorge améthyste;Colibrí Garganta Amatista;Lampornis amethystinus;ACC;;Avibase records from QC, recognized in AOU 59.;474AA2CF90C69B02;Accidental;Not Applicable - Non applicable;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;ATHU;DNO_2017;Amethyst-throated Hummingbird;LA;;;;13030
327;Yes;BTMG;;Blue-throated Mountain-gem;Colibri à gorge bleue;Colibrí Garganta Azul;Lampornis clemenciae;DNO;;;97FB2BC90F977D37;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;BLUH, BTHH;;Cyanolaemus clemenciae, Blue-throated Hummingbird;N/A;BTMG;;4270;04270
328;Yes;WBMG;;White-bellied Mountain-gem;Colibri à gorge lilas;Colibrí Gorgivioleta;Lampornis hemileucus;DNO;;;2A90E635AD1D228B;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;;N/A;;;;
329;Yes;PTMG;;Purple-throated Mountain-gem;Colibri à gorge pourprée;Colibrí montañés gorgimorado;Lampornis calolaemus;DNO;;;C3F849E67140F9CA;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;;N/A;;;;
330;Yes;WTMG;;White-throated Mountain-gem;Colibri à ventre châtain;Gema de Garganta Blanca;Lampornis castaneoventris;DNO;;;6AED5E0695B322D9;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;;N/A;;;;
331;Yes;GATH;;Garnet-throated Hummingbird;Colibri à gorge grenat;Colibrí Multicolor;Lamprolaima rhami;DNO;;;AD61E9298DBF71FC;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;;N/A;;;;13070
332;Yes;MTWO;;Magenta-throated Woodstar;Colibri magenta;Colibrí Magenta;Philodice bryantae;DNO;;Formerly placed in the genus Calliphlox.;B1AABA96A5DF92BE;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;Calliphlox bryantae;N/A;;;;
333;Yes;PTWO;;Purple-throated Woodstar;Colibri de Mitchell;Colibrí de Mitchell;Philodice mitchellii;DNO;;Formerly placed in the genus Calliphlox.;A6345E7E4233367F;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;Calliphlox mitchellii;N/A;;;;
334;Yes;SLSH;;Slender Sheartail;Colibri à queue singulière;Colibrí Tijereta Guatemalteco;Doricha enicura;DNO;;;FF6D92AA3A1DC4B4;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;;N/A;;;;13130
335;Yes;MESH;;Mexican Sheartail;Colibri d'Eliza;Colibrí Tijereta Mexicano;Doricha eliza;DNO;;;FAF780DFD2BE5ED7;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;Colibri élise;N/A;;;;13140
336;Yes;SKTH;;Sparkling-tailed Hummingbird;Colibri zémès;Colibrí Cola Pinta;Tilmatura dupontii;DNO;;;8BDFE96C05AB2E47;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;SPTH;;;N/A;;;;13150
337;Yes;LUHU;;Lucifer Hummingbird;Colibri lucifer;Colibrí Lucifer;Calothorax lucifer;DNO;;;AB658C2DA1A42B16;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;Colibri à gorge pourpre;N/A;LUHU;;4370;04370
338;Yes;BEAH;;Beautiful Hummingbird;Colibri charmant;Colibrí Mixteco;Calothorax pulcher;DNO;;;B569CB1EDA76D86B;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;;N/A;;;;13160
339;Yes;RTHU;;Ruby-throated Hummingbird;Colibri à gorge rubis;Colibrí Garganta Rubí;Archilochus colubris;BRE;;;DEC3D8D0C74C598B;Breeder;Secure - En sécurité;No;No;Yes;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;;LA;RTHU;COGR;4280;04280
340;Yes;BCHU;;Black-chinned Hummingbird;Colibri à gorge noire;Colibrí Barba Negra;Archilochus alexandri;BRE;;;4BB4F25726A8B123;Breeder;Apparently Secure - Apparemment en sécurité;No;No;Yes;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;;LA;BCHU;;4290;04290
341;Yes;VEHU;;Vervain Hummingbird;Colibri nain;Colibrí Zumbadorcito;Mellisuga minima;DNO;;;846445670F36EECD;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;;N/A;;;;
342;Yes;BEEH;;Bee Hummingbird;Colibri d'Elena;Colibrí Zunzuncito;Mellisuga helenae;DNO;;;2AA5F01C38577FC4;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;Colibri d'Helen;N/A;;;;
343;Yes;BAWO;;Bahama Woodstar;Colibri des Bahamas;Colibrí de las Bahamas;Nesophlox evelynae;DNO;;Formerly placed in the genus Calliphlox.;00D11273DBFC37BB;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;Calliphlox evelynae;N/A;BAWO;;4371;04371
344;Yes;INWO;;Inagua Woodstar;Colibri d'Inagua;Inaguan Woodstar;Nesophlox lyrura;DNO;;Formerly placed in the genus Calliphlox.;0CE9F483B20FB8FF;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;Calliphlox lyrura;N/A;;;;
345;Yes;ANHU;;Anna's Hummingbird;Colibri d'Anna;Colibrí Cabeza Roja;Calypte anna;BRE;;;423937213450C257;Breeder;Secure - En sécurité;No;No;Yes;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;;LA;ANHU;;4310;04310
346;Yes;COHU;;Costa's Hummingbird;Colibri de Costa;Colibrí Cabeza Violeta;Calypte costae;ACC;;;145F11167399B285;Accidental;Not Applicable - Non applicable;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;;LA;COHU;;4300;04300
347;Yes;CAHU;;Calliope Hummingbird;Colibri calliope;Zumbador Garganta Rayada;Selasphorus calliope;BRE;;;5816834EE9F3F70D;Breeder;Secure - En sécurité;No;No;Yes;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;Stellula calliope;LA;CAHU;;4360;04360
348;Yes;RUHU;;Rufous Hummingbird;Colibri roux;Zumbador Canelo;Selasphorus rufus;BRE;;;1E1B6D193325DFB6;Breeder;Apparently Secure - Apparemment en sécurité;No;No;Yes;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;;LA;RUHU;;4330;04330
349;Yes;ALHU;;Allen's Hummingbird;Colibri d'Allen;Zumbador de Allen;Selasphorus sasin;UNK;;;C25794D595D7B943;Taxonomic error/Status unclear;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;DNO_2017;Selasphorus sasin;LA;ALHU;;4340;04340
350;Yes;BTHU;;Broad-tailed Hummingbird;Colibri à queue large;Zumbador Cola Ancha;Selasphorus platycercus;ACC;;;AFBD5A5FD37E35A8;Accidental;Not Applicable - Non applicable;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;BTAH;;;LA;BTHU;;4320;04320
351;Yes;BUHU;;Bumblebee Hummingbird;Colibri héloïse;Zumbador Mexicano;Selasphorus heloisa;DNO;;;FDB8FCFFECD5C074;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;Atthis morcomi, Atthis heloisa, Heloise's Hummingbird, Morcom's Hummingbird;N/A;BUHU;;4350;04350
352;Yes;WTHH;;Wine-throated Hummingbird;Colibri d'Elliot;Zumbador Guatemalteco;Selasphorus ellioti;DNO;;;A5C2B7FBC9F618E8;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;Atthis ellioti;N/A;;;;13190
353;Yes;VOHU;;Volcano Hummingbird;Colibri flammule;Colibrí Volcanero;Selasphorus flammula;DNO;;;BBA56D2E1CAB3FD7;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;;N/A;;;;
354;Yes;SCHU;;Scintillant Hummingbird;Colibri scintillant;Colibrí Centelleante;Selasphorus scintilla;DNO;;;81D324D04084FE3D;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;;N/A;;;;
355;Yes;GLTH;;Glow-throated Hummingbird;Colibri ardent;Colibrí Ardiente;Selasphorus ardens;DNO;;;DA7DAB3E38948576;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;;N/A;;;;
355.999;No;USHU;;Unidentified Selaphorus Hummingbird;Colibri Selasphorus non identifié;Género Selasphorus no identificado;Selasphorus sp.;;;;;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;;LA;UNSE;;4331;
356;Yes;DUHU;;Dusky Hummingbird;Colibri sombre;Colibrí Opaco;Phaeoptila sordida;DNO;;;F0258298CC5F7B51;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;Cynanthus sordidus;N/A;;;;12690
357;Yes;CUEM;;Cuban Emerald;Émeraude de Ricord;Esmeralda Zunzún;Riccordia ricordii;DNO;;;1AE81F8C8E48F2D2;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;Chlorostilbon ricordii;N/A;;;;
358;Yes;BREM;;Brace's Emerald;Émeraude de New Providence;Esmeralda de Brace;Riccordia bracei;DNO;;Extinct.;57803DC477E8A3EC;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;Chlorostilbon bracei;N/A;;;;
359;Yes;HIEM;;Hispaniolan Emerald;Émeraude d'Hispaniola;Esmeralda de la Española;Riccordia swainsonii;DNO;;;DD88EB5A7E02882D;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;Chlorostilbon swainsonii;N/A;;;;
360;Yes;PREM;;Puerto Rican Emerald;Émeraude de Porto Rico;Esmeralda Portorriqueña;Riccordia maugaeus;DNO;;;E985A051A3B92BFF;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;Chlorostilbon maugaeus;N/A;PREM;;4402;12680
361;Yes;BHHU;;Blue-headed Hummingbird;Colibri à tête bleue;Colibrí Bicolor;Riccordia bicolor;DNO;;;3DBAC388624CC2D3;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;Cyanophaia bicolor;N/A;;;;
362;Yes;BBIH;;Broad-billed Hummingbird;Colibri circé;Colibrí Pico Ancho Norteño;Cynanthus latirostris;ACC;;;C29BA98599C519EA;Accidental;Not Applicable - Non applicable;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;BBHL;;Colibri à bec rouge;LA;BBLH;;4410;04410
363;Yes;TMHU;;Tres Marias Hummingbird;Colibri des Marias;Colibrí Pico Ancho de Islas Marías;Cynanthus lawrencei;DNO;;"Added in 2023; formerly considered conspecific with C. latirostris";74CFA678E12D4BDB;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;;N/A;;;;04409
364;Yes;TCHU;;Turquoise-crowned Hummingbird;Colibri de Doubleday;Colibrí Pico Ancho Mexicano;Cynanthus doubledayi;DNO;;"Added in 2023; formerly considered conspecific with C. latirostris";052BEA409DC3AF08;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;Doubleday's Hummingbird;N/A;;;;04408
365;Yes;GCEM;;Golden-crowned Emerald;Émeraude couronnée;Esmeralda Occidental;Cynanthus auriceps;DNO;;;05C96F9262636BBC;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;Chlorostilbon auriceps;N/A;;;;12641
366;Yes;COEM;;Cozumel Emerald;Émeraude de Cozumel;Esmeralda de Isla Cozumel;Cynanthus forficatus;DNO;;;3737BCB9EBFD8561;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;Chlorostilbon forficatus;N/A;;;;12642
367;Yes;CAEM;;Canivet's Emerald;Émeraude de Canivet;Esmeralda Oriental;Cynanthus canivetii;DNO;;;FF34508DCCD806E2;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;Chlorostilbon canivetii;N/A;;;;12640
368;Yes;GAEM;;Garden Emerald;Émeraude du Panama;Esmeralda de Panama;Chlorostilbon assimilis;DNO;;;C99DAFD10F9F9A42;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;;N/A;;;;
369;Yes;WEHU;;White-eared Hummingbird;Colibri à oreilles blanches;Colibrí Orejas Blancas;Basilinna leucotis;DNO;;;D49E0B950FDA3AFE;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;Hylocharis leucotis, Colibri de Vieillot, Saphir à oreilles blanches;N/A;WEHU;;4401;04401
370;Yes;XAHU;;Xantus's Hummingbird;Colibri de Xantus;Colibrí Bajacaliforniano;Basilinna xantusii;ACC;;Avibase records from BC.;2A5C678883A0C61C;Accidental;Not Applicable - Non applicable;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;UNK_2015;Hylocharis xantusii, Saphir de Xantus;LA;;;;04400
371;Yes;WTSA;;Wedge-tailed Sabrewing;Campyloptère pampa;Fandanguero Mexicano;Pampa curvipennis;DNO;;Includes former P. excellens;A55024525C93A3EF;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;Campylopterus curvipennis;N/A;;;;12440
372;Yes;RUSA;;Rufous Sabrewing;Campyloptère roux;Fandanguero Canelo;Pampa rufa;DNO;;;BA9F29355A1440DD;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;Campylopterus rufus;N/A;;;;12460
373;Yes;ECHU;;Emerald-chinned Hummingbird;Colibri d'Abeillé;Colibrí Pico Corto;Abeillia abeillei;DNO;;;B3F5E5E222C2694B;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;;N/A;;;;12590
374;Yes;VHHU;;Violet-headed Hummingbird;Colibri à tête violette;Colibrí Cabeciazul;Klais guimeti;DNO;;;CFA062CB1047822A;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;;N/A;;;;
375;Yes;ANCH;;Antillean Crested Hummingbird;Colibri huppé;Colibrí Crestado;Orthorhyncus cristatus;DNO;;;479286060822E400;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;ACHU;;;N/A;ACHU;;4364;12570
376;Yes;VISA;;Violet Sabrewing;Campyloptère violet;Fandanguero Morado;Campylopterus hemileucurus;DNO;;;66CE83457BE5B655;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;;N/A;;;;12470
377;Yes;BTPL;;Bronze-tailed Plumeleteer;Colibri à queue bronzée;Colibrí Patirrojo;Chalybura urochrysia;DNO;;;46979A378F7666B2;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;;N/A;;;;
378;Yes;WVPL;;White-vented Plumeleteer;Colibri de Buffon;Colibrí de Buffon;Chalybura buffonii;DNO;;;B9AD54280D4E4CE2;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;;N/A;;;;
379;Yes;CRWO;;Crowned Woodnymph;Dryade couronnée;Zafiro Coroniazul;Thalurania colombica;DNO;;Green-crowned Woodnymph (Thalurania fannyi) is treated as a junior synonym of T. colombica.;EE7180C832D72F00;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;VCWO;;Violet-crowned Woodnymph;N/A;;;;
380;Yes;SNOC;;Snowcap;Colibri à coiffe blanche;Colibrí Coroniblanco;Microchera albocoronata;DNO;;;B99E16AF5CC5058A;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;;N/A;;;;
381;Yes;CHEM;;Coppery-headed Emerald;Colibri à tête cuivrée;Esmeralda Capirotada;Microchera cupreiceps;DNO;;;8C7E0086CADB0EBD;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;Elvira cupreiceps;N/A;;;;
382;Yes;WTEM;;White-tailed Emerald;Colibri elvire;Esmeralda Elvira;Microchera chionura;DNO;;;DE53A419F202D05A;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;Elvira chionura;N/A;;;;
383;Yes;VCAH;;Violet-capped Hummingbird;Colibri à calotte violette;Colibrí de Goldman;Goldmania violiceps;DNO;;;2CF120F2B57310C4;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;;N/A;;;;
384;Yes;PIHU;;Pirre Hummingbird;Colibri du Pirré;Colibrí del Pirre;Goldmania bella;DNO;;;1AA6F28B987B4CBA;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;Goethalsia bella;N/A;;;;
385;Yes;MEWO;;Mexican Woodnymph;Dryade du Mexique;Ninfa Mexicana;Eupherusa ridgwayi;DNO;;;E5800BE474D842DE;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;Thalurania ridgwayi;N/A;;;;12710
386;Yes;WTAH;;White-tailed Hummingbird;Colibri du Guerrero;Colibrí Guerrerense;Eupherusa poliocerca;DNO;;;A972DFB2C5670E4E;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;;N/A;;;;12940
387;Yes;BCAH;;Blue-capped Hummingbird;Colibri d'Oaxaca;Colibrí Miahuatleco;Eupherusa cyanophrys;DNO;;;F6C7558216DEC863;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;;N/A;;;;12930
388;Yes;STHM;;Stripe-tailed Hummingbird;Colibri à épaulettes;Colibrí Cola Rayada;Eupherusa eximia;DNO;;;67E2FF536E43B7C8;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;STLH;;;N/A;;;;12920
389;Yes;BLBH;;Black-bellied Hummingbird;Colibri à ventre noir;Colibrí Ventrinegro;Eupherusa nigriventris;DNO;;;7369E5C3E426C923;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;;N/A;;;;
390;Yes;SBRH;;Scaly-breasted Hummingbird;Colibri de Cuvier;Colibrí Pecho Escamoso;Phaeochroa cuvierii;DNO;;;058A126EBC4E91E3;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;;N/A;;;;12430
391;Yes;RBST;;Red-billed Streamertail;Colibri à tête noire;Colibrí Portacintas Piquirrojo;Trochilus polytmus;DNO;;;07E19970DF282BEE;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;STTL, STRM;;Streamertail;N/A;STTL;;9071;
392;Yes;BBST;;Black-billed Streamertail;Colibri à bec noir;Colibrí Portacintas Piquinegro;Trochilus scitulus;DNO;;"Added in 2023; formerly considered conspecific with T. polytmus";7D8643AF6964B182;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;;N/A;;;;
393;Yes;VCHU;;Violet-crowned Hummingbird;Ariane à couronne violette;Colibrí Corona Violeta;Ramosomyia violiceps;DNO;;Formerly placed in the genus Leucolia;824C89C30B20B75B;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;Amazilia violiceps, Amazilia salvini, Amazilia verticalis, Leucolia violiceps, Colibri à couronne violette;N/A;VCHU;;4391;04391
394;Yes;GFHU;;Green-fronted Hummingbird;Ariane à front vert;Colibrí Frente Verde;Ramosomyia viridifrons;DNO;;Formerly placed in the genus Leucolia;4E14B87E0B1271AF;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;"Amazilia viridifrons; Leucolia viridifrons";N/A;;;;12910
395;Yes;AZCH;;Azure-crowned Hummingbird;Ariane à couronne azur;Colibrí Corona Azul;Saucerottia cyanocephala;DNO;;;822E745E6E299713;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;Amazilia cyanocephala;N/A;;;;12850
396;Yes;BVHU;;Blue-vented Hummingbird;Ariane de Hoffmann;Amazilia Azul;Saucerottia hoffmanni;DNO;;"Added in 2019; formerly considered conspecific with A. saucerottei [Steely-vented Hummingbird].";0595E52824A481F3;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;Amazilia hoffmanni, Ariane de Hoffman;N/A;;;;
397;Yes;BEHU;;Berylline Hummingbird;Ariane béryl;Colibrí Berilo;Saucerottia beryllina;DNO;;;EDCAC4EACC1F519F;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;Amazilia beryllina, Colibri béryl;N/A;BEHU;;4381;04381
398;Yes;BTAH;;Blue-tailed Hummingbird;Ariane à queue bleue;Colibrí Cola Azul;Saucerottia cyanura;DNO;;;33C0BBAE0F2EF03E;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;BTLH;;Amazilia cyanura;N/A;;;;12870
399;Yes;SBEH;;Snowy-bellied Hummingbird;Ariane d'Edward;Amazilia de Edward;Saucerottia edward;DNO;;;A5F5E55515ED2BB3;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;Amazilia edward;N/A;;;;
400;Yes;CIHU;;Cinnamon Hummingbird;Ariane cannelle;Colibrí Canelo;Amazilia rutila;DNO;;;26A370984D48018B;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;;N/A;;;;12900
401;Yes;BBEH;;Buff-bellied Hummingbird;Ariane du Yucatan;Colibrí Vientre Canelo;Amazilia yucatanensis;DNO;;;76D9954BE4F32674;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;BUFH;;Colibri à ventre beige;N/A;BUFH;;4390;04390
402;Yes;RTAH;;Rufous-tailed Hummingbird;Ariane à ventre gris;Colibrí Cola Canela;Amazilia tzacatl;DNO;;;7739D5A5FFC8750E;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;RUFH;;Rieffer's Humingbird, Colibri à ventre gris;N/A;RUFH;;4380;04380
403;Yes;HOEM;;Honduran Emerald;Ariane de Lucy;Amazilia Hondureña;Amazilia luciae;DNO;;;B1DACE3B455F0792;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;;N/A;;;;
404;Yes;AMHU;;Amazilia Hummingbird;Ariane de Lesson;Amazilia Costeña;Amazilis amazilia;DNO;;Added in 2022.;7B4BA762DADCFF57;;;No;No;No;Yes;Trochilidae;Trochilidés;Hummingbirds;Colibris;Trochilinae;Apodiformes;;;;N/A;;;;
